train,val,test
231004.143159.H9_untreated.011.Group1.A1.S011,,231001.212208.H9_24hours.007.Group1.A1.S007
231004.143431.H9_untreated.012.Group1.A1.S012,,231001.212854.H9_24hours.011.Group1.A1.S011
231004.143634.H9_untreated.013.Group1.A1.S013,,231001.213014.H9_24hours.012.Group1.A1.S012
231004.144031.H9_untreated.014.Group1.A1.S014,,231001.213233.H9_24hours.013.Group1.A1.S013
231004.144200.H9_untreated.015.Group1.A1.S015,,231001.213324.H9_24hours.014.Group1.A1.S014
231004.144253.H9_untreated.016.Group1.A1.S016,,231001.213435.H9_24hours.015.Group1.A1.S015
231004.144519.H9_untreated.017.Group1.A1.S017,,231001.213650.H9_24hours.016.Group1.A1.S016
231004.145121.H9_untreated.020.Group1.A1.S020,,231001.213803.H9_24hours.017.Group1.A1.S017
231004.145246.H9_untreated.021.Group1.A1.S021,,231001.213917.H9_24hours.018.Group1.A1.S018
231004.145421.H9_untreated.022.Group1.A1.S022,,231001.214437.H9_24hours.022.Group1.A1.S022
231004.145515.H9_untreated.023.Group1.A1.S023,,231001.214552.H9_24hours.023.Group1.A1.S023
231004.145710.H9_untreated.024.Group1.A1.S024,,231001.214838.H9_24hours.024.Group1.A1.S024
231004.150100.H9_untreated.025.Group1.A1.S025,,231001.214948.H9_24hours.025.Group1.A1.S025
231004.150239.H9_untreated.026.Group1.A1.S026,,231001.215406.H9_24hours.026.Group1.A1.S026
231004.150631.H9_untreated.027.Group1.A1.S027,,231001.215523.H9_24hours.027.Group1.A1.S027
231004.151249.H9_untreated.030.Group1.A1.S030,,231001.215725.H9_24hours.028.Group1.A1.S028
231004.151428.H9_untreated.031.Group1.A1.S031,,231001.215919.H9_24hours.029.Group1.A1.S029
231004.151557.H9_untreated.032.Group1.A1.S032,,231001.220556.H9_24hours.032.Group1.A1.S032
231004.151826.H9_untreated.033.Group1.A1.S033,,231001.220736.H9_24hours.033.Group1.A1.S033
231004.151930.H9_untreated.034.Group1.A1.S034,,231001.220905.H9_24hours.034.Group1.A1.S034
231004.152054.H9_untreated.035.Group1.A1.S035,,231001.221049.H9_24hours.035.Group1.A1.S035
231004.152238.H9_untreated.036.Group1.A1.S036,,231001.221223.H9_24hours.036.Group1.A1.S036
231004.152407.H9_untreated.037.Group1.A1.S037,,231001.221316.H9_24hours.037.Group1.A1.S037
231004.152805.H9_untreated.040.Group1.A1.S040,,231001.221448.H9_24hours.038.Group1.A1.S038
231004.152942.H9_untreated.041.Group1.A1.S041,,231001.221549.H9_24hours.039.Group1.A1.S039
231004.153111.H9_untreated.042.Group1.A1.S042,,231001.222053.H9_24hours.042.Group1.A1.S042
231004.153318.H9_untreated.043.Group1.A1.S043,,231001.222334.H9_24hours.044.Group1.A1.S044
231004.153451.H9_untreated.044.Group1.A1.S044,,231001.222635.H9_24hours.046.Group1.A1.S046
231004.153619.H9_untreated.045.Group1.A1.S045,,231001.222726.H9_24hours.047.Group1.A1.S047
231004.153805.H9_untreated.046.Group1.A1.S046,,231001.222927.H9_24hours.048.Group1.A1.S048
231004.154554.H9_untreated.047.Group1.A1.S047,,231001.223055.H9_24hours.049.Group1.A1.S049
231004.155018.H9_untreated.050.Group1.A1.S050,,231001.223204.H9_24hours.050.Group1.A1.S050
231004.155201.H9_untreated.051.Group1.A1.S051,,231001.223316.H9_24hours.051.Group1.A1.S051
231004.155414.H9_untreated.052.Group1.A1.S052,,231001.223740.H9_24hours.054.Group1.A1.S054
231004.155514.H9_untreated.053.Group1.A1.S053,,231001.224232.H9_24hours.055.Group1.A1.S055
231004.155616.H9_untreated.054.Group1.A1.S054,,231001.224405.H9_24hours.056.Group1.A1.S056
231004.155717.H9_untreated.055.Group1.A1.S055,,231001.224526.H9_24hours.057.Group1.A1.S057
231004.155851.H9_untreated.056.Group1.A1.S056,,231001.224735.H9_24hours.059.Group1.A1.S059
231004.160140.H9_untreated.057.Group1.A1.S057,,231001.224831.H9_24hours.060.Group1.A1.S060
231004.160741.H9_untreated.060.Group1.A1.S060,,231001.224938.H9_24hours.061.Group1.A1.S061
231004.160853.H9_untreated.061.Group1.A1.S061,,231001.225112.H9_24hours.062.Group1.A1.S062
231004.161036.H9_untreated.062.Group1.A1.S062,,231003.213125.JAX_24hours.002.Group1.A1.S002
231004.161313.H9_untreated.063.Group1.A1.S063,,231003.213504.JAX_24hours.003.Group1.A1.S003
231015.172810.GM25256_untreated.001.Group1.A1.S001,,231003.213739.JAX_24hours.004.Group1.A1.S004
231015.172938.GM25256_untreated.002.Group1.A1.S002,,231003.214120.JAX_24hours.005.Group1.A1.S005
231015.173201.GM25256_untreated.003.Group1.A1.S003,,231003.214341.JAX_24hours.006.Group1.A1.S006
231015.173348.GM25256_untreated.004.Group1.A1.S004,,231003.214859.JAX_24hours.009.Group1.A1.S009
231015.173453.GM25256_untreated.005.Group1.A1.S005,,231003.215152.JAX_24hours.010.Group1.A1.S010
231015.173850.GM25256_untreated.006.Group1.A1.S006,,231003.220141.JAX_24hours.014.Group1.A1.S014
231015.174129.GM25256_untreated.007.Group1.A1.S007,,231003.220328.JAX_24hours.015.Group1.A1.S015
231015.174840.GM25256_untreated.010.Group1.A1.S010,,231003.220515.JAX_24hours.016.Group1.A1.S016
231015.175023.GM25256_untreated.011.Group1.A1.S011,,231003.220813.JAX_24hours.017.Group1.A1.S017
231015.175150.GM25256_untreated.012.Group1.A1.S012,,231003.221107.JAX_24hours.018.Group1.A1.S018
231015.175445.GM25256_untreated.013.Group1.A1.S013,,231003.221433.JAX_24hours.019.Group1.A1.S019
231015.175703.GM25256_untreated.014.Group1.A1.S014,,231003.221639.JAX_24hours.020.Group1.A1.S020
231015.180103.GM25256_untreated.015.Group1.A1.S015,,231003.221900.JAX_24hours.021.Group1.A1.S021
231015.180227.GM25256_untreated.016.Group1.A1.S016,,231003.222640.JAX_24hours.024.Group1.A1.S024
231015.180347.GM25256_untreated.017.Group1.A1.S017,,231003.222907.JAX_24hours.025.Group1.A1.S025
231015.180703.GM25256_untreated.020.Group1.A1.S020,,231003.223049.JAX_24hours.026.Group1.A1.S026
231015.180845.GM25256_untreated.021.Group1.A1.S021,,231003.223316.JAX_24hours.027.Group1.A1.S027
231015.181018.GM25256_untreated.022.Group1.A1.S022,,231003.223516.JAX_24hours.028.Group1.A1.S028
231015.181204.GM25256_untreated.023.Group1.A1.S023,,231003.223751.JAX_24hours.029.Group1.A1.S029
231015.181354.GM25256_untreated.024.Group1.A1.S024,,231003.224011.JAX_24hours.030.Group1.A1.S030
231015.181518.GM25256_untreated.025.Group1.A1.S025,,231003.224229.JAX_24hours.031.Group1.A1.S031
231015.181645.GM25256_untreated.026.Group1.A1.S026,,231003.224902.JAX_24hours.034.Group1.A1.S034
231015.181803.GM25256_untreated.027.Group1.A1.S027,,231003.225147.JAX_24hours.035.Group1.A1.S035
231015.182257.GM25256_untreated.030.Group1.A1.S030,,231003.225403.JAX_24hours.036.Group1.A1.S036
231015.182400.GM25256_untreated.031.Group1.A1.S031,,231003.225635.JAX_24hours.038.Group1.A1.S038
231015.182520.GM25256_untreated.032.Group1.A1.S032,,231003.225729.JAX_24hours.039.Group1.A1.S039
231015.183306.GM25256_untreated.033.Group1.A1.S033,,231003.225912.JAX_24hours.040.Group1.A1.S040
231015.183454.GM25256_untreated.034.Group1.A1.S034,,231003.230121.JAX_24hours.041.Group1.A1.S041
231015.183637.GM25256_untreated.035.Group1.A1.S035,,231003.230236.JAX_24hours.042.Group1.A1.S042
231015.183914.GM25256_untreated.037.Group1.A1.S037,,231003.230830.JAX_24hours.045.Group1.A1.S045
231015.184135.GM25256_untreated.038.Group1.A1.S038,,231003.231210.JAX_24hours.046.Group1.A1.S046
231015.184721.GM25256_untreated.041.Group1.A1.S041,,231003.231442.JAX_24hours.048.Group1.A1.S048
231015.184856.GM25256_untreated.042.Group1.A1.S042,,231003.231614.JAX_24hours.049.Group1.A1.S049
231015.185038.GM25256_untreated.043.Group1.A1.S043,,231003.231800.JAX_24hours.050.Group1.A1.S050
231015.185218.GM25256_untreated.044.Group1.A1.S044,,231003.231911.JAX_24hours.051.Group1.A1.S051
231015.185358.GM25256_untreated.045.Group1.A1.S045,,231003.232634.JAX_24hours.052.Group1.A1.S052
231015.185535.GM25256_untreated.046.Group1.A1.S046,,231003.233212.JAX_24hours.053.Group1.A1.S053
231015.185709.GM25256_untreated.047.Group1.A1.S047,,231003.234046.JAX_24hours.057.Group1.A1.S057
231015.185809.GM25256_untreated.048.Group1.A1.S048,,231003.234707.JAX_24hours.059.Group1.A1.S059
231015.190244.GM25256_untreated.051.Group1.A1.S051,,231003.234938.JAX_24hours.060.Group1.A1.S060
231015.190707.GM25256_untreated.052.Group1.A1.S052,,231003.235148.JAX_24hours.061.Group1.A1.S061
231015.190955.GM25256_untreated.053.Group1.A1.S053,,231003.235404.JAX_24hours.062.Group1.A1.S062
231015.191101.GM25256_untreated.054.Group1.A1.S054,,231003.235704.JAX_24hours.063.Group1.A1.S063
231015.191225.GM25256_untreated.055.Group1.A1.S055,,231004.185118.H9_24hours.001.Group1.A1.S001
231015.191513.GM25256_untreated.056.Group1.A1.S056,,231004.185258.H9_24hours.002.Group1.A1.S002
231015.191647.GM25256_untreated.057.Group1.A1.S057,,231004.185524.H9_24hours.003.Group1.A1.S003
231015.191830.GM25256_untreated.058.Group1.A1.S058,,231004.185718.H9_24hours.004.Group1.A1.S004
231015.192251.GM25256_untreated.061.Group1.A1.S061,,231004.185914.H9_24hours.005.Group1.A1.S005
231015.192501.GM25256_untreated.062.Group1.A1.S062,,231004.190149.H9_24hours.006.Group1.A1.S006
231015.192626.GM25256_untreated.063.Group1.A1.S063,,231004.190414.H9_24hours.007.Group1.A1.S007
,,231004.191227.H9_24hours.010.Group1.A1.S010
,,231004.191502.H9_24hours.011.Group1.A1.S011
,,231004.191832.H9_24hours.012.Group1.A1.S012
,,231004.192052.H9_24hours.013.Group1.A1.S013
,,231004.192348.H9_24hours.014.Group1.A1.S014
,,231004.192456.H9_24hours.015.Group1.A1.S015
,,231004.192714.H9_24hours.016.Group1.A1.S016
,,231004.192849.H9_24hours.017.Group1.A1.S017
,,231004.193448.H9_24hours.020.Group1.A1.S020
,,231004.193715.H9_24hours.021.Group1.A1.S021
,,231004.193949.H9_24hours.022.Group1.A1.S022
,,231004.194121.H9_24hours.023.Group1.A1.S023
,,231004.194315.H9_24hours.024.Group1.A1.S024
,,231004.194636.H9_24hours.025.Group1.A1.S025
,,231004.194839.H9_24hours.026.Group1.A1.S026
,,231004.195115.H9_24hours.027.Group1.A1.S027
,,231004.195834.H9_24hours.030.Group1.A1.S030
,,231004.200116.H9_24hours.031.Group1.A1.S031
,,231004.200615.H9_24hours.032.Group1.A1.S032
,,231004.201326.H9_24hours.033.Group1.A1.S033
,,231004.201644.H9_24hours.034.Group1.A1.S034
,,231004.202634.H9_24hours.035.Group1.A1.S035
,,231004.202935.H9_24hours.036.Group1.A1.S036
,,231004.203408.H9_24hours.037.Group1.A1.S037
,,231004.203846.H9_24hours.040.Group1.A1.S040
,,231004.204318.H9_24hours.041.Group1.A1.S041
,,231004.204513.H9_24hours.042.Group1.A1.S042
,,231004.205552.H9_24hours.044.Group1.A1.S044
,,231004.205832.H9_24hours.045.Group1.A1.S045
,,231004.210031.H9_24hours.046.Group1.A1.S046
,,231004.210128.H9_24hours.047.Group1.A1.S047
,,231004.210422.H9_24hours.048.Group1.A1.S048
,,231004.211741.H9_24hours.051.Group1.A1.S051
,,231004.211919.H9_24hours.052.Group1.A1.S052
,,231004.212230.H9_24hours.053.Group1.A1.S053
,,231004.212400.H9_24hours.054.Group1.A1.S054
,,231004.212627.H9_24hours.055.Group1.A1.S055
,,231004.212840.H9_24hours.056.Group1.A1.S056
,,231004.213131.H9_24hours.057.Group1.A1.S057
,,231004.213328.H9_24hours.058.Group1.A1.S058
,,231004.214010.H9_24hours.061.Group1.A1.S061
,,231004.214142.H9_24hours.062.Group1.A1.S062
,,231004.214421.H9_24hours.063.Group1.A1.S063
,,231011.173650.GM25256_24hours.001.Group1.A1.S001
,,231011.173901.GM25256_24hours.002.Group1.A1.S002
,,231011.174043.GM25256_24hours.003.Group1.A1.S003
,,231011.174143.GM25256_24hours.004.Group1.A1.S004
,,231011.174312.GM25256_24hours.005.Group1.A1.S005
,,231011.174521.GM25256_24hours.006.Group1.A1.S006
,,231011.174628.GM25256_24hours.007.Group1.A1.S007
,,231011.175020.GM25256_24hours.010.Group1.A1.S010
,,231011.175211.GM25256_24hours.011.Group1.A1.S011
,,231011.175409.GM25256_24hours.012.Group1.A1.S012
,,231011.175522.GM25256_24hours.013.Group1.A1.S013
,,231011.175651.GM25256_24hours.014.Group1.A1.S014
,,231011.175912.GM25256_24hours.015.Group1.A1.S015
,,231011.180009.GM25256_24hours.016.Group1.A1.S016
,,231011.180145.GM25256_24hours.017.Group1.A1.S017
,,231011.180722.GM25256_24hours.020.Group1.A1.S020
,,231011.180935.GM25256_24hours.021.Group1.A1.S021
,,231011.181023.GM25256_24hours.022.Group1.A1.S022
,,231011.181147.GM25256_24hours.023.Group1.A1.S023
,,231011.181840.GM25256_24hours.024.Group1.A1.S024
,,231011.182228.GM25256_24hours.026.Group1.A1.S026
,,231011.182328.GM25256_24hours.027.Group1.A1.S027
,,231011.182429.GM25256_24hours.028.Group1.A1.S028
,,231011.183007.GM25256_24hours.031.Group1.A1.S031
,,231011.183055.GM25256_24hours.032.Group1.A1.S032
,,231011.183214.GM25256_24hours.033.Group1.A1.S033
,,231011.183405.GM25256_24hours.034.Group1.A1.S034
,,231011.183504.GM25256_24hours.035.Group1.A1.S035
,,231011.183736.GM25256_24hours.036.Group1.A1.S036
,,231011.183900.GM25256_24hours.037.Group1.A1.S037
,,231011.183951.GM25256_24hours.038.Group1.A1.S038
,,231011.184435.GM25256_24hours.041.Group1.A1.S041
,,231011.184623.GM25256_24hours.042.Group1.A1.S042
,,231011.184802.GM25256_24hours.043.Group1.A1.S043
,,231011.185335.GM25256_24hours.044.Group1.A1.S044
,,231011.185537.GM25256_24hours.045.Group1.A1.S045
,,231011.185724.GM25256_24hours.046.Group1.A1.S046
,,231011.185911.GM25256_24hours.047.Group1.A1.S047
,,231011.190213.GM25256_24hours.048.Group1.A1.S048
,,231011.190815.GM25256_24hours.051.Group1.A1.S051
,,231011.190951.GM25256_24hours.052.Group1.A1.S052
,,231011.191136.GM25256_24hours.053.Group1.A1.S053
,,231011.191253.GM25256_24hours.054.Group1.A1.S054
,,231011.191402.GM25256_24hours.055.Group1.A1.S055
,,231011.191658.GM25256_24hours.056.Group1.A1.S056
,,231011.192027.GM25256_24hours.057.Group1.A1.S057
,,231011.192208.GM25256_24hours.058.Group1.A1.S058
,,231011.192844.GM25256_24hours.061.Group1.A1.S061
,,231011.193053.GM25256_24hours.062.Group1.A1.S062
,,231011.193529.GM25256_24hours.063.Group1.A1.S063
,,231011.194003.GM25256_24hours.063.Group1.A1.S063
,,240205.195937.GM25256_Ectoder_48h.001.Group1.A1.S001
,,240205.200043.GM25256_Ectoder_48h.002.Group1.A1.S002
,,240205.200130.GM25256_Ectoder_48h.003.Group1.A1.S003
,,240205.200246.GM25256_Ectoder_48h.004.Group1.A1.S004
,,240205.200401.GM25256_Ectoder_48h.005.Group1.A1.S005
,,240205.200532.GM25256_Ectoder_48h.006.Group1.A1.S006
,,240205.200650.GM25256_Ectoder_48h.007.Group1.A1.S007
,,240205.201136.GM25256_Ectoder_48h.010.Group1.A1.S010
,,240205.201331.GM25256_Ectoder_48h.011.Group1.A1.S011
,,240205.201526.GM25256_Ectoder_48h.012.Group1.A1.S012
,,240205.201708.GM25256_Ectoder_48h.013.Group1.A1.S013
,,240205.201852.GM25256_Ectoder_48h.014.Group1.A1.S014
,,240205.202105.GM25256_Ectoder_48h.015.Group1.A1.S015
,,240205.202255.GM25256_Ectoder_48h.016.Group1.A1.S016
,,240205.202434.GM25256_Ectoder_48h.017.Group1.A1.S017
,,240205.203013.GM25256_Ectoder_48h.020.Group1.A1.S020
,,240205.203223.GM25256_Ectoder_48h.021.Group1.A1.S021
,,240205.203428.GM25256_Ectoder_48h.022.Group1.A1.S022
,,240205.203638.GM25256_Ectoder_48h.023.Group1.A1.S023
,,240205.203749.GM25256_Ectoder_48h.024.Group1.A1.S024
,,240205.203913.GM25256_Ectoder_48h.025.Group1.A1.S025
,,240205.204024.GM25256_Ectoder_48h.026.Group1.A1.S026
,,240205.204128.GM25256_Ectoder_48h.027.Group1.A1.S027
,,240205.204837.GM25256_Ectoder_48h.030.Group1.A1.S030
,,240205.204929.GM25256_Ectoder_48h.031.Group1.A1.S031
,,240205.205103.GM25256_Ectoder_48h.032.Group1.A1.S032
,,240205.205159.GM25256_Ectoder_48h.033.Group1.A1.S033
,,240205.205327.GM25256_Ectoder_48h.034.Group1.A1.S034
,,240205.205531.GM25256_Ectoder_48h.035.Group1.A1.S035
,,240205.205654.GM25256_Ectoder_48h.036.Group1.A1.S036
,,240205.205752.GM25256_Ectoder_48h.037.Group1.A1.S037
,,240205.210338.GM25256_Ectoder_48h.040.Group1.A1.S040
,,240205.211540.GM25256_Ectoder_48h.041.Group1.A1.S041
,,240205.211712.GM25256_Ectoder_48h.042.Group1.A1.S042
,,240205.212001.GM25256_Ectoder_48h.043.Group1.A1.S043
,,240205.212334.GM25256_Ectoder_48h.045.Group1.A1.S045
,,240205.212454.GM25256_Ectoder_48h.046.Group1.A1.S046
,,240205.212713.GM25256_Ectoder_48h.047.Group1.A1.S047
,,240205.212935.GM25256_Ectoder_48h.048.Group1.A1.S048
,,240205.213526.GM25256_Ectoder_48h.051.Group1.A1.S051
,,240205.213706.GM25256_Ectoder_48h.052.Group1.A1.S052
,,240205.213938.GM25256_Ectoder_48h.053.Group1.A1.S053
,,240205.214120.GM25256_Ectoder_48h.054.Group1.A1.S054
,,240205.214241.GM25256_Ectoder_48h.055.Group1.A1.S055
,,240205.214520.GM25256_Ectoder_48h.056.Group1.A1.S056
,,240205.214643.GM25256_Ectoder_48h.057.Group1.A1.S057
,,240205.214749.GM25256_Ectoder_48h.058.Group1.A1.S058
,,240205.215244.GM25256_Ectoder_48h.061.Group1.A1.S061
,,240205.215433.GM25256_Ectoder_48h.062.Group1.A1.S062
,,240205.215601.GM25256_Ectoder_48h.063.Group1.A1.S063
,,240206.172923.GM25256_Ectoderm_72h.001.Group1.A1.S001
,,240206.173138.GM25256_Ectoderm_72h.002.Group1.A1.S002
,,240206.173352.GM25256_Ectoderm_72h.003.Group1.A1.S003
,,240206.173638.GM25256_Ectoderm_72h.004.Group1.A1.S004
,,240206.174118.GM25256_Ectoderm_72h.005.Group1.A1.S005
,,240206.174321.GM25256_Ectoderm_72h.006.Group1.A1.S006
,,240206.174951.GM25256_Ectoderm_72h.007.Group1.A1.S007
,,240206.175742.GM25256_Ectoderm_72h.010.Group1.A1.S010
,,240206.175935.GM25256_Ectoderm_72h.011.Group1.A1.S011
,,240206.180150.GM25256_Ectoderm_72h.012.Group1.A1.S012
,,240206.180432.GM25256_Ectoderm_72h.013.Group1.A1.S013
,,240206.180738.GM25256_Ectoderm_72h.014.Group1.A1.S014
,,240206.181016.GM25256_Ectoderm_72h.015.Group1.A1.S015
,,240206.181133.GM25256_Ectoderm_72h.016.Group1.A1.S016
,,240206.181307.GM25256_Ectoderm_72h.017.Group1.A1.S017
,,240206.181927.GM25256_Ectoderm_72h.020.Group1.A1.S020
,,240206.182151.GM25256_Ectoderm_72h.021.Group1.A1.S021
,,240206.182316.GM25256_Ectoderm_72h.022.Group1.A1.S022
,,240206.182545.GM25256_Ectoderm_72h.023.Group1.A1.S023
,,240206.182800.GM25256_Ectoderm_72h.024.Group1.A1.S024
,,240206.183025.GM25256_Ectoderm_72h.025.Group1.A1.S025
,,240206.183328.GM25256_Ectoderm_72h.026.Group1.A1.S026
,,240206.183446.GM25256_Ectoderm_72h.027.Group1.A1.S027
,,240206.184155.GM25256_Ectoderm_72h.030.Group1.A1.S030
,,240206.184347.GM25256_Ectoderm_72h.031.Group1.A1.S031
,,240206.184521.GM25256_Ectoderm_72h.032.Group1.A1.S032
,,240206.184657.GM25256_Ectoderm_72h.033.Group1.A1.S033
,,240206.184944.GM25256_Ectoderm_72h.034.Group1.A1.S034
,,240206.185216.GM25256_Ectoderm_72h.035.Group1.A1.S035
,,240206.185429.GM25256_Ectoderm_72h.036.Group1.A1.S036
,,240206.185612.GM25256_Ectoderm_72h.037.Group1.A1.S037
,,240206.193124.GM25256_Ectoderm_72h.040.Group1.A1.S040
,,240206.193410.GM25256_Ectoderm_72h.041.Group1.A1.S041
,,240206.193623.GM25256_Ectoderm_72h.042.Group1.A1.S042
,,240206.193906.GM25256_Ectoderm_72h.043.Group1.A1.S043
,,240206.194106.GM25256_Ectoderm_72h.044.Group1.A1.S044
,,240206.194346.GM25256_Ectoderm_72h.045.Group1.A1.S045
,,240206.194703.GM25256_Ectoderm_72h.046.Group1.A1.S046
,,240206.194901.GM25256_Ectoderm_72h.047.Group1.A1.S047
,,240206.195440.GM25256_Ectoderm_72h.050.Group1.A1.S050
,,240206.195752.GM25256_Ectoderm_72h.051.Group1.A1.S051
,,240206.200015.GM25256_Ectoderm_72h.052.Group1.A1.S052
,,240206.200345.GM25256_Ectoderm_72h.053.Group1.A1.S053
,,240206.200600.GM25256_Ectoderm_72h.054.Group1.A1.S054
,,240206.200928.GM25256_Ectoderm_72h.055.Group1.A1.S055
,,240206.201128.GM25256_Ectoderm_72h.056.Group1.A1.S056
,,240206.201402.GM25256_Ectoderm_72h.057.Group1.A1.S057
,,240206.202028.GM25256_Ectoderm_72h.060.Group1.A1.S060
,,240206.202204.GM25256_Ectoderm_72h.061.Group1.A1.S061
,,240206.202337.GM25256_Ectoderm_72h.062.Group1.A1.S062
,,240206.202512.GM25256_Ectoderm_72h.063.Group1.A1.S063
,,240218.141140.GM25256_Mesoderm_48h.001.Group1.A1.S001
,,240218.141409.GM25256_Mesoderm_48h.002.Group1.A1.S002
,,240218.142115.GM25256_Mesoderm_48h.004.Group1.A1.S004
,,240218.142608.GM25256_Mesoderm_48h.005.Group1.A1.S005
,,240218.142951.GM25256_Mesoderm_48h.006.Group1.A1.S006
,,240218.143410.GM25256_Mesoderm_48h.007.Group1.A1.S007
,,240218.143753.GM25256_Mesoderm_48h.008.Group1.A1.S008
,,240218.144720.GM25256_Mesoderm_48h.011.Group1.A1.S011
,,240218.145022.GM25256_Mesoderm_48h.012.Group1.A1.S012
,,240218.145402.GM25256_Mesoderm_48h.013.Group1.A1.S013
,,240218.145632.GM25256_Mesoderm_48h.014.Group1.A1.S014
,,240218.150139.GM25256_Mesoderm_48h.015.Group1.A1.S015
,,240218.150425.GM25256_Mesoderm_48h.016.Group1.A1.S016
,,240218.150947.GM25256_Mesoderm_48h.017.Group1.A1.S017
,,240218.151223.GM25256_Mesoderm_48h.018.Group1.A1.S018
,,240218.152233.GM25256_Mesoderm_48h.021.Group1.A1.S021
,,240218.152437.GM25256_Mesoderm_48h.022.Group1.A1.S022
,,240218.152842.GM25256_Mesoderm_48h.023.Group1.A1.S023
,,240218.154648.GM25256_Mesoderm_48h.024.Group1.A1.S024
,,240218.154938.GM25256_Mesoderm_48h.025.Group1.A1.S025
,,240218.155311.GM25256_Mesoderm_48h.026.Group1.A1.S026
,,240218.155941.GM25256_Mesoderm_48h.027.Group1.A1.S027
,,240218.160157.GM25256_Mesoderm_48h.028.Group1.A1.S028
,,240218.160908.GM25256_Mesoderm_48h.031.Group1.A1.S031
,,240218.161235.GM25256_Mesoderm_48h.032.Group1.A1.S032
,,240218.161555.GM25256_Mesoderm_48h.033.Group1.A1.S033
,,240218.162604.GM25256_Mesoderm_48h.034.Group1.A1.S034
,,240218.162759.GM25256_Mesoderm_48h.035.Group1.A1.S035
,,240218.163057.GM25256_Mesoderm_48h.036.Group1.A1.S036
,,240218.163252.GM25256_Mesoderm_48h.037.Group1.A1.S037
,,240218.172340.GM25256_Mesoderm_48h.038.Group1.A1.S038
,,240218.173400.GM25256_Mesoderm_48h.041.Group1.A1.S041
,,240218.173646.GM25256_Mesoderm_48h.042.Group1.A1.S042
,,240218.173934.GM25256_Mesoderm_48h.043.Group1.A1.S043
,,240218.174343.GM25256_Mesoderm_48h.044.Group1.A1.S044
,,240218.174557.GM25256_Mesoderm_48h.045.Group1.A1.S045
,,240218.174756.GM25256_Mesoderm_48h.046.Group1.A1.S046
,,240218.180312.GM25256_Mesoderm_48h.047.Group1.A1.S047
,,240218.180642.GM25256_Mesoderm_48h.048.Group1.A1.S048
,,240218.181637.GM25256_Mesoderm_48h.051.Group1.A1.S051
,,240218.181958.GM25256_Mesoderm_48h.052.Group1.A1.S052
,,240218.182219.GM25256_Mesoderm_48h.053.Group1.A1.S053
,,240218.182526.GM25256_Mesoderm_48h.054.Group1.A1.S054
,,240218.182958.GM25256_Mesoderm_48h.055.Group1.A1.S055
,,240218.183216.GM25256_Mesoderm_48h.056.Group1.A1.S056
,,240218.183512.GM25256_Mesoderm_48h.057.Group1.A1.S057
,,240218.183853.GM25256_Mesoderm_48h.058.Group1.A1.S058
,,240218.184535.GM25256_Mesoderm_48h.061.Group1.A1.S061
,,240218.184934.GM25256_Mesoderm_48h.062.Group1.A1.S062
,,240218.185246.GM25256_Mesoderm_48h.063.Group1.A1.S063
,,240205.101842.GM25256_Endoderm_48h.001.Group1.A1.S001
,,240205.102039.GM25256_Endoderm_48h.002.Group1.A1.S002
,,240205.102234.GM25256_Endoderm_48h.003.Group1.A1.S003
,,240205.102503.GM25256_Endoderm_48h.004.Group1.A1.S004
,,240205.102739.GM25256_Endoderm_48h.005.Group1.A1.S005
,,240205.103159.GM25256_Endoderm_48h.006.Group1.A1.S006
,,240205.103718.GM25256_Endoderm_48h.007.Group1.A1.S007
,,240205.104539.GM25256_Endoderm_48h.010.Group1.A1.S010
,,240205.104747.GM25256_Endoderm_48h.011.Group1.A1.S011
,,240205.105113.GM25256_Endoderm_48h.012.Group1.A1.S012
,,240205.105329.GM25256_Endoderm_48h.013.Group1.A1.S013
,,240205.105700.GM25256_Endoderm_48h.014.Group1.A1.S014
,,240205.110051.GM25256_Endoderm_48h.015.Group1.A1.S015
,,240205.110349.GM25256_Endoderm_48h.016.Group1.A1.S016
,,240205.110638.GM25256_Endoderm_48h.017.Group1.A1.S017
,,240205.111357.GM25256_Endoderm_48h.020.Group1.A1.S020
,,240205.111526.GM25256_Endoderm_48h.021.Group1.A1.S021
,,240205.111750.GM25256_Endoderm_48h.022.Group1.A1.S022
,,240205.112003.GM25256_Endoderm_48h.023.Group1.A1.S023
,,240205.132143.GM25256_Endoderm_48h.024.Group1.A1.S024
,,240205.132538.GM25256_Endoderm_48h.025.Group1.A1.S025
,,240205.132913.GM25256_Endoderm_48h.026.Group1.A1.S026
,,240205.133207.GM25256_Endoderm_48h.027.Group1.A1.S027
,,240205.133913.GM25256_Endoderm_48h.030.Group1.A1.S030
,,240205.134357.GM25256_Endoderm_48h.031.Group1.A1.S031
,,240205.134542.GM25256_Endoderm_48h.032.Group1.A1.S032
,,240205.134736.GM25256_Endoderm_48h.033.Group1.A1.S033
,,240205.134934.GM25256_Endoderm_48h.034.Group1.A1.S034
,,240205.135133.GM25256_Endoderm_48h.035.Group1.A1.S035
,,240205.142830.GM25256_Endoderm_48h.036.Group1.A1.S036
,,240205.143120.GM25256_Endoderm_48h.037.Group1.A1.S037
,,240205.150645.GM25256_Endoderm_48h.041.Group1.A1.S041
,,240205.150805.GM25256_Endoderm_48h.042.Group1.A1.S042
,,240205.150953.GM25256_Endoderm_48h.043.Group1.A1.S043
,,240205.151132.GM25256_Endoderm_48h.044.Group1.A1.S044
,,240205.151325.GM25256_Endoderm_48h.045.Group1.A1.S045
